,Rutas,NetoMN,NetoUSD,ImpuestoMN,ImpuestosUSD,TotalMN,TotalUSD,ComisionMN,ComisionUSD,EfectivoMN,EfectivoUSD,CuentaCorrienteMN,CuentaCorrienteUSD,Agencia,Gestion,Mes
705,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,2
708,VVI-LPB,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,2
710,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,2
712,LPB-CBB,62,0,13,0,75,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,2
715,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,OFICINA LPB ZONA SUR,2020,2
717,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,2
719,LPB-CBB,202,0,55,0,257,0,0,0,0,0,257,0,OFICINA LPB ZONA SUR,2020,2
722,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,2
724,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,2
734,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,OFICINA LPB ZONA SUR,2020,2
736,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,2
738,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,2
740,LPB-CBB-TJA-BYC,711,0,152,0,863,0,0,0,863,0,0,0,LA PAZ CIUDAD,2020,2
742,LPB-CBB-TJA,422,0,97,0,519,0,0,0,519,0,0,0,LA PAZ CIUDAD,2020,2
744,CIJ-LPB,208,0,39,0,247,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,2
747,LPB-CBB-LPB,558,0,137,0,695,0,0,0,695,0,0,0,LA PAZ AEROPUERTO,2020,2
749,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,2
751,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,OFICINA LPB ZONA SUR,2020,2
753,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,2
755,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,2
757,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,2
759,LPB-CBB,193,0,52,0,245,0,0,0,245,0,0,0,OFICINA LPB ZONA SUR,2020,2
761,VVI-LPB,528,0,116,0,644,0,0,0,644,0,0,0,OFICINA LPB ZONA SUR,2020,2
763,CBB-VVI,142,0,42,0,184,0,0,0,0,0,184,0,OFICINA LPB ZONA SUR,2020,2
766,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,OFICINA LPB ZONA SUR,2020,2
768,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,2
770,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,2
772,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,2
774,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,2
776,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,OFICINA LPB ZONA SUR,2020,2
779,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ CIUDAD,2020,2
782,LPB-VVI,29,0,6,0,35,0,0,0,0,0,35,0,LA PAZ AEROPUERTO,2020,2
785,LPB-CBB,38,0,7,0,45,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,2
788,LPB-CBB,38,0,7,0,45,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,2
799,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,2
801,LPB-CBB-TJA,69,0,14,0,83,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,2
804,LPB-CBB,38,0,7,0,45,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,2
807,LPB-CBB,38,0,7,0,45,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,2
810,LPB-CBB-TJA,158,0,0,0,158,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,2
813,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,2
815,LPB-CBB,193,0,52,0,245,0,0,0,245,0,0,0,OFICINA LPB ZONA SUR,2020,2
817,LPB-CBB,193,0,52,0,245,0,0,0,245,0,0,0,OFICINA LPB ZONA SUR,2020,2
819,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,2
821,LPB-CBB-LPB,404,0,108,0,512,0,0,0,512,0,0,0,LA PAZ AEROPUERTO,2020,2
826,LPB-CBB,170,0,48,0,218,0,0,0,0,0,218,0,OFICINA LPB ZONA SUR,2020,2
829,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,2
831,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,2
833,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,2
835,CBB-LPB,242,0,62,0,304,0,0,0,0,0,304,0,LA PAZ CIUDAD,2020,2
838,LPB-CBB-SRE,359,0,84,0,443,0,0,0,443,0,0,0,LA PAZ AEROPUERTO,2020,2
843,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ AEROPUERTO,2020,2
849,LPB-CBB-SRE,359,0,84,0,443,0,0,0,443,0,0,0,LA PAZ CIUDAD,2020,2
851,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,2
853,LPB-CBB-SRE,69,0,13,0,82,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,2
856,LPB-CBB,32,0,7,0,39,0,0,0,0,0,39,0,LA PAZ AEROPUERTO,2020,2
869,VVI-LPB,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,2
871,LPB-CBB-TJA,221,0,41,0,262,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,2
874,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,2
876,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,2
878,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,2
880,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,2
882,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,2
884,LPB-CBB,133,0,41,0,174,0,0,0,174,0,0,0,OFICINA LPB ZONA SUR,2020,2
886,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ AEROPUERTO,2020,2
889,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,OFICINA LPB ZONA SUR,2020,2
892,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ AEROPUERTO,2020,2
895,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,2
897,LPB-CBB,46,0,8,0,54,0,0,0,0,0,54,0,LA PAZ AEROPUERTO,2020,2
900,LPB-CBB,72,0,14,0,86,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,2
903,LPB-CBB,52,0,10,0,62,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,2
906,LPB-CBB-TJA,643,0,138,0,781,0,0,0,781,0,0,0,OFICINA LPB ZONA SUR,2020,2
908,LPB-CBB-TJA,643,0,138,0,781,0,0,0,781,0,0,0,OFICINA LPB ZONA SUR,2020,2
910,LPB-VVI-LPB,657,0,156,0,813,0,0,0,0,0,813,0,OFICINA LPB ZONA SUR,2020,2
914,LPB-CIJ,197,0,38,0,235,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,2
917,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,2
919,VVI-LPB,528,0,116,0,644,0,0,0,644,0,0,0,LA PAZ CIUDAD,2020,2
921,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,2
931,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,2
933,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ CIUDAD,2020,2
935,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,OFICINA LPB ZONA SUR,2020,2
937,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,LA PAZ AEROPUERTO,2020,2
939,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,OFICINA LPB ZONA SUR,2020,2
941,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,2
943,LPB-CIJ,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,2
945,LPB-CIJ,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,2
947,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,2
949,LPB-CIJ,79,0,15,0,94,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,2
952,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,2
954,LPB-VVI,198,0,38,0,236,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,2
957,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,2
959,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,2
961,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,2
963,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,2
965,LPB-VVI,261,0,66,0,327,0,0,0,327,0,0,0,OFICINA LPB ZONA SUR,2020,2
967,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,2
969,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,2
971,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,2
973,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,2
975,LPB-VVI-LPB,77,0,15,0,92,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,2
978,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,2
980,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,OFICINA LPB ZONA SUR,2020,2
982,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ AEROPUERTO,2020,2
984,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ AEROPUERTO,2020,2
986,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ AEROPUERTO,2020,2
988,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ CIUDAD,2020,2
998,LPB-CBB-LPB,340,0,96,0,436,0,0,0,0,0,436,0,OFICINA LPB ZONA SUR,2020,2
1001,LPB-CBB-LPB,340,0,96,0,436,0,0,0,0,0,436,0,LA PAZ CIUDAD,2020,2
1004,LPB-CBB-LPB,340,0,96,0,436,0,0,0,0,0,436,0,OFICINA LPB ZONA SUR,2020,2
1007,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,2
1009,LPB-VVI-LPB,580,0,141,0,721,0,0,0,721,0,0,0,LA PAZ AEROPUERTO,2020,2
1011,LPB-VVI-LPB,580,0,141,0,721,0,0,0,721,0,0,0,LA PAZ CIUDAD,2020,2
1013,LPB-CBB,193,0,52,0,245,0,0,0,245,0,0,0,LA PAZ CIUDAD,2020,2
1015,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,2
1017,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,2
1019,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ AEROPUERTO,2020,2
1021,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,OFICINA LPB ZONA SUR,2020,2
1023,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,OFICINA LPB ZONA SUR,2020,2
1025,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,2
1027,LPB-CBB,135,0,41,0,176,0,0,0,176,0,0,0,LA PAZ AEROPUERTO,2020,2
1029,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,2
1031,LPB-CBB,193,0,52,0,245,0,0,0,245,0,0,0,LA PAZ CIUDAD,2020,2
1033,LPB-CBB,32,0,7,0,39,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,2
1036,VVI-LPB,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ CIUDAD,2020,2
1042,LPB-CBB,72,0,15,0,87,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,2
1045,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ CIUDAD,2020,2
1047,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,2
1049,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ AEROPUERTO,2020,2
1051,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ AEROPUERTO,2020,2
1053,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,OFICINA LPB ZONA SUR,2020,2
1063,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,LA PAZ AEROPUERTO,2020,2
1065,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ AEROPUERTO,2020,2
1067,LPB-CBB,193,0,52,0,245,0,0,0,245,0,0,0,LA PAZ CIUDAD,2020,2
1069,LPB-CBB,40,0,7,0,47,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,2
1072,LPB-CBB,40,0,7,0,47,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,2
1075,LPB-CBB,40,0,7,0,47,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,2
1078,EZE-VVI-LPB,1712,0,601,0,2313,0,0,0,2313,0,0,0,OFICINA LPB ZONA SUR,2020,2
1080,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,OFICINA LPB ZONA SUR,2020,2
1082,LPB-VVI,77,0,15,0,92,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,2
1085,LPB-VVI,77,0,15,0,92,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,2
1088,LPB-VVI,93,0,17,0,110,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,2
1091,LPB-CBB,140,0,42,0,182,0,0,0,0,0,182,0,LA PAZ AEROPUERTO,2020,2
1094,LPB-CBB,140,0,42,0,182,0,0,0,0,0,182,0,LA PAZ CIUDAD,2020,2
1097,LPB-CBB,242,0,62,0,304,0,0,0,0,0,304,0,OFICINA LPB ZONA SUR,2020,2
1100,LPB-CBB,242,0,62,0,304,0,0,0,0,0,304,0,OFICINA LPB ZONA SUR,2020,2
1103,CBB-LPB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ AEROPUERTO,2020,2
1105,LPB-VVI-LPB,77,0,15,0,92,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,3
1108,LPB-VVI,77,0,15,0,92,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,3
1111,LPB-VVI-GRU-LPB,0,360,0,139.88,0,499.88,0,0,0,499.88,0,0,OFICINA LPB ZONA SUR,2020,3
1114,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1116,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ AEROPUERTO,2020,3
1118,VVI-CBB,142,0,42,0,184,0,0,0,0,0,184,0,OFICINA LPB ZONA SUR,2020,3
1129,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,OFICINA LPB ZONA SUR,2020,3
1131,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,3
1133,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,3
1135,LPB-CBB,32,0,7,0,39,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,3
1138,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1140,LPB-CBB,44,0,8,0,52,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,3
1143,LPB-VVI-LPB,580,0,141,0,721,0,0,0,721,0,0,0,LA PAZ AEROPUERTO,2020,3
1145,LPB-VVI-LPB,580,0,141,0,721,0,0,0,721,0,0,0,LA PAZ AEROPUERTO,2020,3
1147,LPB-VVI-LPB,580,0,141,0,721,0,0,0,721,0,0,0,OFICINA LPB ZONA SUR,2020,3
1149,LPB-CBB,47,0,0,0,47,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,3
1152,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1154,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1156,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1158,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1160,LPB-CBB,77,0,15,0,92,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,3
1163,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ AEROPUERTO,2020,3
1166,LPB-CBB-SRE,287,0,71,0,358,0,0,0,358,0,0,0,LA PAZ AEROPUERTO,2020,3
1168,LPB-CBB-SRE,287,0,71,0,358,0,0,0,358,0,0,0,LA PAZ AEROPUERTO,2020,3
1170,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,3
1172,LPB-CBB,62,0,13,0,75,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,3
1175,LPB-CBB,62,0,13,0,75,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,3
1178,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ CIUDAD,2020,3
1180,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1182,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1195,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1200,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1202,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1204,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1206,LPB-CBB,104,0,20,0,124,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,3
1209,LPB-CBB,166,0,0,0,166,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,3
1212,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1214,LPB-CBB,75,0,0,0,75,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,3
1217,LPB-CBB,75,0,0,0,75,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,3
1220,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1222,LPB-CBB,130,0,25,0,155,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,3
1225,LPB-CBB,75,0,0,0,75,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,3
1229,LPB-CBB,323,0,77,0,400,0,0,0,0,0,400,0,LA PAZ CIUDAD,2020,3
1233,LPB-CBB,7,0,3,0,10,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,3
1236,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1241,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1249,LPB-CBB-LPB,96,0,18,0,114,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,3
1252,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1262,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ CIUDAD,2020,3
1265,LPB-CIJ,197,0,38,0,235,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,3
1268,LPB-CBB-SRE,278,0,68,0,346,0,0,0,346,0,0,0,OFICINA LPB ZONA SUR,2020,3
1270,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,OFICINA LPB ZONA SUR,2020,3
1272,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,LA PAZ AEROPUERTO,2020,3
1274,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,OFICINA LPB ZONA SUR,2020,3
1276,LPB-CBB,126,0,40,0,166,0,0,0,166,0,0,0,LA PAZ CIUDAD,2020,3
1278,LPB-CBB,126,0,40,0,166,0,0,0,166,0,0,0,LA PAZ AEROPUERTO,2020,3
1280,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,3
1282,LPB-CIJ,369,0,0,0,369,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,3
1285,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1287,LPB-CIJ,37,0,0,0,37,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,3
1290,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1292,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,3
1294,LPB-CBB-SRE,287,0,71,0,358,0,0,0,358,0,0,0,OFICINA LPB ZONA SUR,2020,3
1296,LPB-CIJ,600,0,130,0,730,0,0,0,0,0,730,0,OFICINA LPB ZONA SUR,2020,3
1299,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1301,LPB-VVI,261,0,66,0,327,0,0,0,327,0,0,0,OFICINA LPB ZONA SUR,2020,3
1303,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1305,VVI-LPB,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1307,LPB-CBB,133,0,41,0,174,0,0,0,174,0,0,0,LA PAZ CIUDAD,2020,3
1309,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,3
1311,LPB-CIJ,487,0,109,0,596,0,0,0,596,0,0,0,LA PAZ AEROPUERTO,2020,3
1313,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,OFICINA LPB ZONA SUR,2020,3
1316,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1318,LPB-CIJ,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1328,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,3
1330,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,3
1332,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1334,VVI-LPB,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1339,SRE-CBB-LPB,278,0,53,0,331,0,0,0,0,0,331,0,LA PAZ AEROPUERTO,2020,3
1342,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1344,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1346,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1348,LPB-CBB-TJA-BYC,396,0,92,0,488,0,0,0,488,0,0,0,OFICINA LPB ZONA SUR,2020,3
1350,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,3
1352,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,OFICINA LPB ZONA SUR,2020,3
1354,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,3
1356,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,3
1358,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,3
1360,LPB-CBB,133,0,41,0,174,0,0,0,174,0,0,0,LA PAZ CIUDAD,2020,3
1362,LPB-CBB,133,0,41,0,174,0,0,0,174,0,0,0,OFICINA LPB ZONA SUR,2020,3
1364,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,3
1366,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1368,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,3
1370,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1372,LPB-CBB-TJA,422,0,97,0,519,0,0,0,0,0,519,0,LA PAZ CIUDAD,2020,3
1375,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1377,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,3
1379,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,3
1381,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,LA PAZ AEROPUERTO,2020,3
1383,CBB-LPB,30,0,6,0,36,0,0,0,0,0,36,0,LA PAZ CIUDAD,2020,3
1396,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1398,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,3
1400,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1402,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,OFICINA LPB ZONA SUR,2020,3
1404,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,OFICINA LPB ZONA SUR,2020,3
1406,LPB-CBB,14,0,4,0,18,0,0,0,18,0,0,0,OFICINA LPB ZONA SUR,2020,3
