,Rutas,NetoMN,NetoUSD,ImpuestoMN,ImpuestosUSD,TotalMN,TotalUSD,ComisionMN,ComisionUSD,EfectivoMN,EfectivoUSD,CuentaCorrienteMN,CuentaCorrienteUSD,Agencia,Gestion,Mes
6719,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,12
6721,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,12
6723,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,12
6725,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,12
6727,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,OFICINA LPB ZONA SUR,2020,12
6729,VVI-CBB-LPB,23,0,4,0,27,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,12
6740,CBB-LPB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,12
6742,CBB-LPB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,12
6745,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,OFICINA LPB ZONA SUR,2020,12
6749,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,12
6751,LPB-CBB-TJA-CBB-LPB,1032,0,212,0,1244,0,0,0,1244,0,0,0,OFICINA LPB ZONA SUR,2020,12
6753,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,12
6755,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,12
6757,SRE-CBB-LPB-CBB-SRE,528,0,116,0,644,0,0,0,644,0,0,0,OFICINA LPB ZONA SUR,2020,12
6759,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,OFICINA LPB ZONA SUR,2020,12
6762,LPB-VVI,261,0,66,0,327,0,0,0,0,0,327,0,OFICINA LPB ZONA SUR,2020,12
6765,LPB-CBB-LPB,404,0,108,0,512,0,0,0,512,0,0,0,LA PAZ AEROPUERTO,2020,12
